cell,year,cwb,latitude,longitude
8507,2025,-288.8,43.90319508587535,4.773931680472183
8508,2025,-348.9,43.900920448612126,4.873348197308808
8509,2025,-365.7,43.89855425638692,4.972755683814272
8510,2025,-313.1,43.89609740043687,5.072155098708115
8511,2025,-331.90000000000003,43.89355005233588,5.171546775909735
8512,2025,-296.3,43.890912041372175,5.270929234572472
8513,2025,-301.4,43.888183412420325,5.370301374165198
8514,2025,-301.1,43.88536411076,5.469663006399503
8515,2025,-284.6,43.8824538838031,5.56901448172831
8583,2025,-107.0,43.85447916011562,3.280734343259065
8584,2025,-51.800000000000004,43.85357021504575,3.380107960858675
8585,2025,-117.1,43.85257062529815,3.4794781287116376
8586,2025,146.1,43.85148082038855,3.5788455685077576
8587,2025,-394.7,43.85030056887228,3.67820990194574
8588,2025,-201.4,43.84902920818973,3.777569774523663
8589,2025,-190.4,43.84766634135202,3.876924056336823
8590,2025,-212.59999999999997,43.84621218771122,3.97627264417973
8591,2025,-224.1,43.8446673184178,4.075616049487418
8592,2025,-370.1,43.8430320399561,4.174954410924865
8593,2025,-345.1,43.84130613124663,4.274287237252245
8594,2025,-254.10000000000002,43.839489188638,4.373613834308633
8595,2025,-279.7,43.83758121412973,4.472933846782253
8596,2025,-252.5,43.83558227227297,4.57224706703052
8597,2025,-329.7,43.83349250552517,4.67155326403769
8598,2025,-303.7,43.8313121838027,4.77085236973224
8599,2025,-318.3,43.8290408339928,4.870143583944268
8600,2025,-317.0,43.82667822636015,4.9694259544812125
8601,2025,-303.2,43.82422495308045,5.068699973740225
8602,2025,-361.0,43.82168118267168,5.16796587719205
8603,2025,-371.7,43.81904657035275,5.267222804684297
8604,2025,-413.4,43.816321229512674,5.366469861094125
8605,2025,-346.4,43.8135053972679,5.46570661923013
8606,2025,-296.2,43.8105988374981,5.56493319148297
8607,2025,-290.59999999999997,43.80760134636375,5.664149747741835
8615,2025,-296.59999999999997,43.78035624308885,6.457476629226438
8616,2025,-287.9,43.7765430690733,6.55658664678738
8617,2025,-152.4,43.77263954890895,6.655683260519233
8671,2025,-266.3,43.78411238735105,3.081036225515205
8672,2025,-272.7,43.78338655301638,3.180291211498317
8673,2025,-252.6,43.782569740597175,3.27954315879762
8674,2025,-249.09999999999997,43.78166192986288,3.37879123087175
8675,2025,-171.20000000000002,43.78066355405422,3.4780358426707627
8676,2025,-423.7,43.779575209670526,3.577277959071388
8677,2025,-258.0,43.778396624325225,3.6765170618394176
8678,2025,-218.4,43.7771270194534,3.7757515981934575
8679,2025,-219.9,43.77576608013755,3.874980644301535
8680,2025,-227.6,43.7743140126077,3.9742041041793175
8681,2025,-192.9,43.77277126925288,4.07342223175175
8682,2025,-303.40000000000003,43.7711381618949,4.172635014771387
8683,2025,-323.6,43.7694145581941,4.27184214837764
8684,2025,-283.5,43.76760002505588,4.371043243884135
8685,2025,-287.2,43.7656944702261,4.470238013263048
8686,2025,-290.2,43.76369795831805,4.56942616503787
8687,2025,-314.2,43.7616107059043,4.66860726612301
8688,2025,-356.5,43.75943310953725,4.76778105093421
8689,2025,-321.7,43.75716489459207,4.866946972461857
8690,2025,-350.7,43.75480567255602,4.966104433976303
8691,2025,-305.3,43.75235569931458,5.065253495683978
8692,2025,-311.4,43.7498152994512,5.16439411265924
8693,2025,-320.9,43.74718423816282,5.263525858550907
